Metabolite,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,Y01,Y02,Y03,Y04,Y05,Y06,Y07,Y08,Y09,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25
2-Methoxyestrone,12.0423180523724,12.0265552239945,10.3981464464722,10.7781952671266,12.0302011242832,11.2633750584928,14.449369886154,12.0485524895811,11.5004218328617,11.9393018930811,12.1283873451077,12.5547816364273,12.0512441797725,11.3510104103702,12.7922603385561,12.0359999637937,12.0337606091132,12.7911996485181,12.0415597446079,12.0493982991409,12.0299424934576,11.2901553733516,12.5830969905344,12.0295434223716,13.4336484351115,11.2932967100215,12.4066393438006,11.305925985954,9.35615031087966,12.5456122657292,14.8184967600765,9.94986043164758,11.3033666095841,10.3050022404242,11.3185066729592,13.1764881760209,10.8192535494511,12.090916790711,11.3352989544996,11.239382985965,11.3176543195578,11.2448228388371,11.3073077132094,11.2965835820314,11.2925755529691,10.440206165421,11.3133841684424,11.3127595837048,11.2973489659606,11.78639177447,11.5742049737998,14.138315676412,13.5794636329965,14.8757023786086,14.0517151763471,13.8970169312322,11.9230729439248,13.57751109495,10.9733230951511,11.407126297767,11.1276814478516,13.5747195317864,15.5685937410514,13.5773682073697,12.5416449315673,18.1094671149152,15.9039614230724,11.3586155786314,12.7684503312736,13.5693177992865,15.719772495461,14.7393592243392,11.8159113276334,16.0066152252579,12.1796722537399,12.6332307887211,11.6379539769798,12.0860616797654,12.0970330054664,12.1064024649017,14.521558550048,12.0853492392647,12.0969362559226,12.092495403777,12.0923540984175,11.8301170815097,12.020492289794,12.1007509473887,10.608896653526,13.6151880589686,14.9572801599525,12.9254275088359,10.4909819495057,14.398923836566,10.3914076713494,13.6149652282169,10.9069990836992,12.0904194368385,12.0917686434435,12.0849811448412
"3,4-Dihydroxybenzoic acid",12.9507019885851,13.2585184399204,12.6452843897754,13.107097465263,13.1673342382868,12.9097214260288,12.845616122869,13.4744926572642,12.9491346530898,12.8301108445361,12.6527653891499,12.855614277383,12.9739018784022,13.1941412253167,12.952344235425,13.1128648532348,13.3515572856444,12.8955024886276,12.962129808729,12.7944486878982,13.0832945995143,12.9606978272645,12.9755273428356,12.9633302524412,12.6406375794503,12.6873572819592,12.7252182253588,12.5757086885542,12.6347289351226,12.6380053747608,12.5907958384827,12.6316452770708,12.2568103376411,13.2108808258538,12.6376174244187,12.7779893434722,12.4242604415471,12.6236346160452,12.6509735807654,12.6454645691703,12.9053298434883,13.0602903002336,12.4481524404918,12.6310063634583,12.0640042267198,12.6293082830658,12.65382471631,12.6394467643216,12.6361487123245,12.6560083485419,12.6935286205976,13.0279954298352,12.8263088278748,8.06918218733426,13.0238693580844,12.6178712697192,13.1468064766548,12.7476991921159,13.0446599670963,13.0447552337712,13.0434010350694,12.7740689849223,13.3619871471177,12.7954881850163,13.2316279246621,13.1791459928072,12.77716257302,13.0085755047598,13.4730524131575,13.034836529922,13.0298125975889,13.3053280816811,13.7501590044915,13.8205935250628,13.7038487534513,13.780770067684,13.8814917322736,13.7809020812013,13.6504295080704,13.6464547421408,13.649675109103,13.3990962088031,13.5349854802661,13.419986259327,13.5147152880219,13.9445669251001,13.4690937268462,13.8169550349782,13.2567450796648,13.4217630410127,13.8612077266458,13.650390352619,13.6519519394986,13.1470908412932,13.2265805870489,13.6554894071947,14.0935425972169,13.6476295800613,13.6644666947992,13.6551832594663
3-(1H-imidazol-4-yl)propanoic acid,12.1218021968613,11.8976215456682,12.1216696659076,12.1340568537795,11.5760997100653,12.1184204341161,13.9351085776347,12.1352106096525,12.5087195332953,13.5675136202994,12.1351868589769,12.021939412231,14.6248151306053,12.1355191638812,11.759285914973,12.1329125117336,12.1256742208275,12.1269143929263,11.4776963111752,12.1135818650009,12.1250436788901,12.1309020714145,12.1169105483759,12.1298291662033,12.5701261238805,15.5545785712997,14.4544438193847,13.2487132431565,13.2476833774568,13.2480870618282,13.2647178297756,13.2381783478721,14.3745740076893,12.7797655663956,13.2397986394871,13.2387076767603,13.2433660629414,13.3567382950388,13.2476001730297,13.2384949337578,13.7423766244827,12.7962021592711,12.5489962251831,13.2596926678651,12.1521443726888,13.2646997847561,13.2487028745032,13.240149114087,13.2429025790631,13.1373667612668,12.7966610148642,12.7872009407724,12.7995235878206,14.6825774899721,10.9888845713863,12.7896637587844,12.79821494065,12.7943002200815,12.7834907141124,11.6769740468837,12.6616686355897,12.7805022874657,12.6960837113223,12.7981238245949,13.6534355058123,14.2779139477959,12.7770088760776,13.0772507961712,12.8004294332686,12.7847071058807,13.3718249588414,12.7974999511718,11.4406461263239,12.7944636367581,12.7893981870713,14.0993460251163,14.1956727042479,14.0026439104064,13.9980289157361,14.000453984775,13.9879470410845,14.002466490068,11.8690531488332,13.9805728674463,13.9855451740628,12.97577474651,13.9956039606168,14.3872459055029,14.297103484178,14.0010804032348,14.0002125643622,13.9790558817308,13.9831814246667,13.9894799945562,14.4134270780646,13.8722518633545,13.9907195242591,12.6048064887803,13.427666584529,13.9879573091692
3-Hydroxy-decanedioate,9.98366023371907,9.24166022482491,11.1205433716402,11.1259109640166,10.5795052378665,10.9560201423017,12.0289669773237,9.69730908191694,11.0823798301435,11.5083820304164,11.0741357040056,11.081161929605,12.0513602541485,11.0894033904899,10.5970300583149,11.0103500545832,11.301933124227,11.0889416033555,11.0802712242409,11.0779995043319,9.8765110170762,11.3076307552995,11.0701284458005,11.0734276091589,11.8683402321253,11.0803942463337,11.3895541737143,11.3912878723956,11.9837223119257,10.9804403089278,9.99913538348246,10.7973648010539,12.0871104428246,10.8498156476114,11.7225722203706,10.8738487025143,10.6746744158922,10.8683624437671,9.91920006724327,10.8563657170156,10.890258209784,10.867437802743,10.2351062357418,10.866590440903,10.8764195559909,10.8691479113938,10.5442197037416,10.8643198199458,10.8812643602954,10.4783157502353,11.6992458293714,10.9838934302135,11.223905617788,12.4120806682989,12.3714534583347,12.9321333355991,12.3692570629373,11.6552527056712,12.3054145562677,10.4735517402984,11.1173951670325,13.2550680406241,13.0842265522068,11.9191092133208,12.3536391378287,12.6247896391561,13.5386752175619,12.6075562838259,11.4946573227748,12.2511330624468,12.367029941027,12.1577776333397,12.41826261648,11.1797457975443,11.626589821008,11.7017094383463,12.2133009399402,11.946894847594,11.8361857264583,9.64950045415419,12.4524329254135,13.2189967786972,12.4420878719646,10.97731625663,12.0815826524218,11.3515493572352,12.1402531493778,12.3811398167941,12.9021220368713,12.085477310758,12.9568872325543,12.9168140986098,12.0394456393537,9.93175924723206,11.58606319424,10.0969570800904,11.5836321039995,12.3176988424658,12.7697000290983,12.1012912064507
3-Methylglutaconic acid,11.1772912383232,11.2279151536871,10.6231616012603,11.2206329614555,11.2055048269292,11.2226716220261,11.2987289308904,11.23307988802,10.6620916494933,12.3036523876926,11.2240863781757,11.225001780993,11.2230940904164,11.2271201474935,11.223458548077,11.2320877070918,11.892487014918,11.2104375644201,11.2239659700697,11.2186231561311,11.0885066028535,11.2296017903974,11.434487418316,11.2398629901495,11.2316771227148,11.5007064445591,11.8839779316566,11.4787300888879,11.5603029897027,12.1272410439907,11.394562373784,11.4123228231422,11.494924242844,12.046781287268,12.3226441800084,11.4751739169748,11.481746367761,11.4985006379191,11.490782175651,11.479430181106,11.1059619979201,11.4814736646148,11.4872620152023,11.4925904005747,11.1227413968649,11.4781855494664,11.0784991071411,11.4785058490756,11.4784375860026,11.4781156367223,11.5761827357929,11.600207742787,11.5766144187396,12.1053154717677,11.174106155619,11.5762552216393,12.0009043778464,11.5742483016173,11.595959718348,11.5797395850045,11.0658671456998,12.1099692524255,11.5989475045796,11.4332891517886,11.5767025263496,11.522337433772,12.3354519708052,11.6078833527362,11.5677781876585,11.0174145566183,11.7737697690045,11.2846214101739,11.5883897855917,11.5894539294495,13.4704283612207,11.5414749672138,11.5339516577693,11.5899500277354,10.6981145880063,11.3206599170486,12.1831315721375,12.1837930158256,11.5400064241472,11.5306896096247,11.5407605555924,10.691924825063,11.8606134866778,11.8321673839006,11.0344783240779,11.5218845029454,11.51865458755,11.5341712010949,11.1281061242205,11.5237585706238,11.8829173202688,11.5182595997965,11.4644155889675,10.4945439767026,12.5804931816624,11.535641685214
"4-(2,6,6-Trimethylcyclohexa-1,3-dienyl)but-3-en-2-one",12.4613207147294,12.4630991140421,11.5397859688526,12.7555596126658,12.4687081604297,10.6559959123801,13.1385060242038,12.7560047377414,11.1122578721627,13.4468328798485,12.4618193445645,13.3969925456671,12.4695294189817,11.4474137938916,12.1206555120995,12.4761833345039,13.5922310051259,12.4710988843515,12.4780594701791,12.4830074260232,11.5580245462914,12.9589665245063,12.4768224083693,11.193274219769,12.4815247930655,13.7394358161357,13.974488128092,12.0271031849939,12.3510538977532,12.1721673769052,12.8200617678084,12.6117020403754,12.5973499779598,12.6169906701624,12.5918878201064,12.5948148447003,12.6127676511335,13.115042689774,12.591813941821,12.6006304946147,11.3590105597064,12.6049106866149,12.599328980084,13.5075099870152,12.6141905253572,12.9143581224837,12.6002643091833,11.6377386726684,12.5988183041844,11.4316751330998,11.8665855424313,12.8610814683434,13.0844648780543,12.206419528331,15.1757684164601,15.1579566491433,10.8406180391103,12.866309228985,12.8754127144648,10.9155385735683,12.8639789070222,11.0451706574797,11.5133336025347,12.8688835125602,12.8973684709913,12.8604112475422,15.8079833585682,14.0351571489836,14.2781933680129,12.7938619763466,12.1805391439968,14.8860936230932,13.1996779499901,12.861242170021,11.0795764967155,12.3119706252974,12.3058267335063,12.3180913274699,14.2155337982935,10.8900899238594,12.774261888702,12.4792237704606,12.3138320205992,12.1222318490481,12.2998410268237,13.8325974818461,11.8350620076494,12.3236943378009,15.7045431291755,12.3231353102554,16.5615000755887,14.0854618713011,13.915545987781,10.5530480222192,14.6211080577358,11.6893697195465,11.1728091716364,11.4741994772175,11.0536371548419,11.441505882498
5-amino-6-(D-ribitylamino)uracil,10.5405022245646,12.5631489077992,12.9745342295808,10.6447644311088,8.76117407263771,11.0011681289669,10.663832880323,11.3864525120329,11.334458617809,11.5989239862993,12.0235378149944,10.4008296667131,11.4847069751497,11.2834797299595,13.3661181267723,12.0121726126505,11.4826046388438,11.6732963721916,11.1569523327331,11.910309969897,12.239558851905,10.8422696712464,11.4729301900079,13.9952251553025,14.1017203149586,12.3883744960148,12.8737962978282,11.2281441943437,11.0548908682891,11.9104834897437,12.5390352234231,12.8575689189803,12.8020616779355,13.106913678147,12.8708124512356,14.5467241538385,12.8541725307081,12.8759695488835,12.8748994962028,12.8630826194345,12.9239272544276,12.8650312536816,14.0179570904796,10.860667239437,13.4259830347001,14.9048048705213,14.9317787733746,14.0931970099691,12.8548555185229,12.1685163497361,13.304420304397,12.9792174024491,13.5762754160582,13.7359771616978,13.3716428485845,13.4432771737638,13.7473190510024,15.7765701140904,13.5747756974735,12.682352628503,16.3290727104009,13.3055420034084,14.1560032445856,16.2165451260635,12.955047659156,15.7905912717775,13.4527678991779,13.0009950385155,14.0845237944494,13.58740917664,13.6157460305914,13.2597603872084,13.7419458909291,14.4877371489691,13.1235926070085,13.6210472748748,12.9997518965832,12.9356277962619,13.2547876150514,11.4687880828826,13.0425811791344,12.6141732455679,16.9723455113095,12.6013480927386,12.6145701013378,14.5660801903503,12.61045620001,10.7228110755852,12.1782021593514,11.1664761794125,12.6148466997446,12.0782558317104,12.6147414192852,15.3514297597748,12.6012173337471,12.6237695405804,12.6013870619647,10.9972486919368,10.9067782826878,10.2663108307788
"8-Hydroxy-4-propan-2-ylidene-10-oxatricyclo[7.2.1.01,5]dodecane-8-carboxylic acid",11.8217239686055,13.4141199268239,14.28265768162,13.6866857796991,12.7346973494343,12.2486378608015,12.6210837562346,12.6680698276082,11.5243876856509,13.5367483376612,12.8932693806653,12.1995280748663,13.840734631278,13.4550929765637,13.2580945110441,13.0841949889818,12.867582525938,12.8421128052587,11.5685553593559,13.5191449514373,12.5305798500051,13.1722824956603,11.711506411254,11.7617653470706,15.1993394288524,12.6338136725605,12.3317325735686,13.7073457577527,13.4311084498209,14.0891899705325,13.0553934404445,13.140787404721,13.1365054958918,13.5054442003701,12.524594626106,14.3654818654102,13.6913701735258,12.7226298755997,13.1446378209694,13.5340704529062,13.475201085684,13.1548956584702,12.285984451051,12.5211244362312,12.4013502201212,13.0206724310593,12.127814042776,14.3180359570991,13.6885766830593,11.2646520174297,13.197493424232,13.1786345778993,13.4512256958597,13.217193331283,13.0012500000147,13.21853465429,13.2155140474133,14.3239030937361,13.2149134395784,12.7464787897169,15.8227780583428,12.0076572029218,13.2233725922908,16.1580960557745,13.4000339768527,14.9266222967376,13.2197662310873,12.8633052000114,13.244315925075,13.2111856905073,13.2054758513526,13.3408900520353,13.1754599250229,12.7513942604035,13.1242251721149,14.0095515821284,14.2419392077329,13.8290827311448,14.1853608074248,13.0691409362094,12.7888631733473,13.3903575437305,15.7598511330853,13.1314518674299,12.6801407364203,13.9219234657942,15.1461260685478,14.5571105708582,13.5218681439984,12.7694515793229,13.3440826923526,13.7860727181984,12.7696008416722,14.5178973757193,13.6813144851376,12.1634864299871,13.5931999600378,14.2477374998628,13.5170013510581,12.7527210916103
Aculeatusquinone B,10.9055657850758,10.9066476734029,12.5411560841436,12.1054172802396,10.9159821268747,10.4225753456937,10.9022233619714,10.7183053172891,10.912231043254,10.9015154418045,11.4696559841707,10.9119938062087,10.7376173413626,10.9333443429781,11.650798213951,10.9024055223178,10.9091782327649,10.8910441066488,10.8900692164823,10.9142796568273,10.8952797662099,10.7335472915618,10.4758219584614,10.2336148190392,11.265019795004,11.43842467323,12.2316748045714,12.974253881693,12.359241604926,11.9069884010057,11.4464703159665,11.9410958499606,11.4421348195314,11.1863262933166,11.4250033744695,12.0300152715148,11.43407299959,10.8702210902931,11.2631595038372,11.4294359843008,11.3122906595767,11.2191908294141,11.4328175384194,12.0886341545666,11.4267001543304,11.4285156084396,11.0587210095384,11.4437092589728,11.4375108089929,11.4259648217222,11.6093643974449,11.5574884909447,11.5575942251306,10.7216997803543,11.4614480366083,10.7369347235434,11.5604117880764,11.5845929210472,11.5500661306,10.363683606575,12.0770140818702,10.4868539302951,11.3330176267526,13.9068572732888,11.5695503625156,13.6378181584813,11.7917234494404,10.975252173123,11.3850682820304,11.5524887263069,12.1021525897791,11.566173494275,11.5565718466756,12.025454149375,11.560570428431,11.2722672620119,10.6387282002808,11.5250525727053,12.6409383702708,13.0641160489131,12.2831382371636,11.7595301986002,14.9594277721367,12.8525986915658,12.3592805428764,12.0442503570617,12.4288463036238,11.4559953775951,11.2959419160397,12.280689496214,12.2902642441011,11.132329106231,12.4479882305913,13.9554503753993,12.8961082714709,12.281279425866,12.4228306586174,12.2725697287754,11.3988322113872,11.3585924486056
Aureonitol A,11.0582387035945,11.7860419632738,11.8578287337955,11.8786872182227,11.8588699071876,11.2111847745397,12.4217773086782,11.8724161522281,11.6882329660858,12.1689212820734,11.7897202976643,11.8045865133122,12.83074949359,11.8869530251865,11.8622328557914,12.1150978071235,12.7065235723236,11.6920193519677,11.8725501710144,11.8600004066734,12.3218235159945,12.4887680246662,11.8740160092751,11.5737913253123,12.9704445992045,12.7202914023026,12.7224533105369,12.7356135649307,12.1014444979668,12.5217079820061,12.4444790120744,12.7374663973566,12.7299870557706,12.7170610402318,13.0789567119758,12.7374379117658,12.6456814126826,12.7164338186826,12.7344202417399,12.7297760277651,13.0764483364981,13.2258349425529,12.7172301303526,12.7216922407344,13.2466929614601,13.1218339465632,12.7327668335751,12.1824483019893,13.0390870874128,12.7170524795493,12.6865775563315,11.3713679030568,11.8705496131495,13.3473148269721,12.9642818308969,13.4102534430485,12.9076582545009,13.0724675824495,12.2592287429097,14.5479409195861,13.5180810202958,13.5767476453194,12.6115994732023,12.3374582480018,13.2198580832381,13.1348435515618,13.5254231400329,14.3102107646864,12.9687259471585,14.575750440606,14.0077149173106,13.2730277647708,13.6004311385922,13.0226494147014,13.3761714606104,12.2974274991925,12.4358717957836,12.8339782204767,12.5428711640266,12.582910056741,13.5136587147478,11.1743835004526,12.8230982293736,14.8148680292792,13.1334420453416,12.9988157207857,12.5731924382766,13.6660727016603,12.6034342057305,13.7063260791252,13.4623657532927,11.7820536235143,13.9063502220342,12.8254782235881,12.8386624975567,12.835694388099,13.5492685149969,12.9157958137939,12.6058430520093,14.200932082652
Azelaic Acid,16.5467809406787,11.089658124214,16.6335267409637,16.5118519441764,16.7730523886453,15.4277511196084,17.1351161814785,15.6955611573661,16.5206479067427,16.9863233452514,13.9352229607108,14.4788169384905,13.1094682935418,15.1211180003502,16.2419330217603,16.2147892946034,15.5153529335573,14.4518765405522,12.9655665220853,13.86621691398,15.1894383639378,16.4805249709222,15.2223795710186,15.419963979397,17.0764782744283,17.1378261376356,16.4058646515083,16.8357476819187,17.0859684528251,16.2372449734377,15.2184286715858,15.6360114507799,17.6866382504394,15.6330982429869,16.9767267116675,13.4267368494682,15.1463725331243,14.4140508376659,15.1604020467298,14.4564626041949,16.0148057078439,15.3819433252847,16.1975506377067,15.6322500459218,15.2696022407428,15.4365452931174,16.0629598754014,13.7002303756194,15.6235859172474,15.2174836466691,17.0392779609441,16.5470581702068,16.5595548560053,16.9314334217102,17.584479587283,17.1246266230872,17.0957340343332,17.1937946539052,13.0710580377148,15.0230688691867,15.9800605316765,17.7924310186821,17.1441974091074,16.7805273878405,17.2352712642879,17.6847502056269,17.7970806070155,16.5957124451443,16.6170134307721,16.1251199369026,17.0678324786851,17.2175875471698,16.584409146807,16.3107509894131,16.6652820830125,21.5790486589813,22.0148672322894,20.8871856860818,21.187045644497,19.2060356080189,21.0611242506387,21.3729430395107,20.6324921758924,18.0064909481459,13.4494611799664,18.3346163813438,19.3800978168022,19.4220819794849,19.5742101043892,14.1684639487613,18.1779209889336,17.5312143627802,17.5275317162207,15.8664962364327,16.3501662275369,15.446694932944,16.6882958926581,18.2471219077229,16.6575646205224,12.8816393194415
Betaine,12.0237617521163,12.2772328266298,11.4285764644269,11.4369848419027,11.1455018529342,11.722415228689,11.6794197799565,13.3934240654112,11.674065883319,11.672828821139,11.6726827043848,11.6880600755018,11.6811621327524,11.6718648309427,11.6950594819495,11.7031943335551,12.5034808998756,11.6919216740304,11.6924105150359,11.6911864750983,12.759495338336,11.6331683087987,11.6600189789325,11.5292368852053,10.5695151946503,12.3988183385216,12.4160202818814,12.415264390668,12.4056886041357,12.4262965308637,12.3994585980635,12.4198561842201,12.407009582659,12.4142867189699,13.4434820247932,13.5486225670579,13.4051485462622,11.5052322699935,12.4210947242953,12.0166580578513,12.40993418197,12.4228001360553,10.8545251344722,12.4707277760997,12.5314201697957,11.2326088922183,12.4027231714285,12.3521934817319,12.4127630142316,12.410006285112,11.2237593993036,11.2185419291889,11.221030905867,10.6410088064077,11.2302915432017,10.2817064359328,10.6274006077666,9.89316543127088,10.5370435510324,11.2292614343518,11.4657985671832,11.0842755676391,13.6895429846189,10.5815595762129,12.4247960032527,11.2186593928784,11.2352506624572,11.8201089556953,10.3952977379568,14.7453869857603,11.2242953021166,12.1526134683641,12.5687856340947,11.2310659806258,11.5045652609955,11.6062258826101,11.6207759139227,10.5193338586114,11.6214483684547,11.6035806374395,10.3912700013547,11.616291262505,11.6075229376699,11.4562894846691,16.217786580231,13.6437833803035,11.6044505110024,11.6184287544703,10.7225025311271,14.5167406895623,10.7437666901595,10.6675004672026,13.4746371539351,11.6235308812043,11.6154950182292,11.6259244760728,11.7598265616051,13.9125750546979,11.609160117373,11.6298720441942
Blennin D,12.6905649801712,13.1699684624454,12.8925882731586,13.5769543672537,13.734349930313,12.4236665622844,14.0576731104699,12.791194092604,13.5499279306058,13.9502423583852,12.9035032700879,12.8721155975141,14.3922634025527,13.1944248358733,13.4261063863767,13.7445083778473,14.042850175925,13.5935538066655,11.5049163995218,12.6026798136635,13.6793123302686,14.0528350486391,13.5854362428202,13.285662047469,14.6532984489784,14.0659668589974,13.6004426436701,13.5447268731068,13.3783893081563,12.7704911974763,12.4934387365855,13.5792195649256,13.6405462560416,13.6685862454571,14.3357501056407,11.8618046811074,13.3931020102737,12.9283230524763,13.0928765786072,12.8275239096826,13.873397832677,14.3594284892682,12.3006834366964,13.457734512776,13.5219537193511,14.2527817058808,13.9936826036418,11.7707385011136,13.5006312981683,13.1253003247546,14.5246753154613,13.6566590654493,13.2933632414646,14.8220512357352,14.256173795942,15.5632950986269,15.0338528925246,13.8650445288527,12.6397735297948,14.4585272608703,14.445038243548,14.0634476738113,14.1559761219649,12.1562320312872,14.8898691022343,13.1352815561172,14.7527492493381,14.8687624608389,14.2158959537215,14.8689855098382,15.0604518597754,15.0828476979465,14.4179502513959,13.9724654732093,14.2025568306657,14.1074601657378,14.0875804963219,14.6934746055681,14.3354838106967,14.9084296010887,15.4679985290693,15.9524014969042,15.901059181924,13.982883134621,11.9671873199569,13.7325630226903,15.3998260965466,15.2621104437651,14.2225733574693,15.1264650739198,15.2192341842099,13.6930728158369,15.4653173679285,12.4259036588308,15.4609463100628,15.097316002828,14.3033716186429,14.4140384140077,14.2881223208053,13.4133748561091
Butylrolactone IV,14.0928600118457,14.0982021079125,14.0837480183886,13.9737478400203,14.0871271833383,14.084395677811,14.7809902768675,13.592791375103,14.085691251891,14.9349260631817,14.1836573039448,14.0864954986191,13.9265985240474,14.08508318773,14.8445371788044,12.9544274910154,14.0886312841022,14.0954444577004,14.0821625116574,14.095758995424,14.0864023201527,15.2413289712103,14.0967830954259,13.7017430667493,14.0803194320975,15.7932588000705,14.3695467733697,14.3736197969046,14.3561256776365,14.3762272142793,14.3771554879465,14.356936712305,14.2796687657259,14.3616592210808,13.0470015570455,14.3761567375644,14.3731838492049,14.2108700636236,14.3541963172901,14.3530851932256,14.6958591520705,11.9346401977704,14.349153647794,13.9949061527908,14.3528185295282,15.517072453221,14.3682689115437,14.3577811874405,14.503716265506,14.4418553646619,12.1324028254643,12.2605972719708,12.3464229901125,12.9195040874561,13.9925819356767,13.3676711426606,13.4165725770793,13.4424534365451,13.4559170248182,13.4479682744124,13.4350337448949,13.4567232974116,12.9667643567439,13.4510276460354,14.0018854785922,13.4817208253443,14.2949586643608,14.0896080607903,12.9880634321669,13.4409251539902,14.4886138984318,12.4594277132115,14.2162347664563,14.4649641535377,14.1763762733143,13.7400666178599,11.7732746677755,13.7471381109297,15.4388094648747,13.7363806533123,14.3563433987953,13.9721192570624,13.2462924471102,13.7350604566186,13.7406317838825,13.7262065491673,14.0917331502966,13.4581144084217,14.9536950281246,13.7257367914128,13.3385288507274,13.7239870251019,14.2543466902841,13.7465995629606,13.7269669964221,13.7408415190123,12.4890541464478,13.7269447754655,13.7379444169815,12.5201555836262
CID 6992309,13.1918055169589,13.0089886538901,12.4841379695391,13.1387857394546,13.1927449748634,13.2054112456205,12.9792152486345,13.4511773510852,13.4390981900647,13.1690056396644,12.6143842339788,13.1943392319381,13.0416990780806,13.6164535377588,14.2427899479786,13.435213363377,13.2860036120749,13.0613722117274,13.5085474505524,12.984037129069,13.1983261807391,13.5792875489755,13.3367365553788,13.1527402969282,13.3771114474636,13.0079268863077,13.3894346907728,13.3959752855469,12.9128200199149,13.3824600174081,13.4032881043749,13.3808436640487,13.2094417641635,13.3921313001612,13.4057700515588,14.1638860858415,13.3818157734642,13.8827330812682,13.3853889426943,13.7681864755821,13.3874975806368,13.3841151550324,12.6984696502284,13.3908515028431,13.3891732646421,14.032770866656,13.3210593098026,13.3889943385903,13.4030816886669,14.0651416388625,13.0638607780208,12.9182539938265,13.3249255267651,12.9724271028937,13.1285619481499,12.7525535260499,13.6565556127641,13.2301961054147,13.2053496488325,13.216182940475,13.2032168182253,13.2225926356723,10.8363967291776,13.2192815117678,13.2059754248693,13.2164544871187,12.7657796837173,13.2218584480786,13.743315663872,13.3000991211337,13.2047796551603,13.3289586439439,13.7955234629535,13.2158560524888,13.6041798950189,13.4428288141359,13.8396366192837,13.5361570274277,13.6946056305379,13.5343769755404,13.5215898930446,13.0010572075116,13.5306834232837,13.6021063071199,13.7867559334404,13.5160665924426,12.9795134230105,11.0483789539148,12.9147983580065,13.5174034233074,13.5299483940868,13.4041525576744,13.5203826765128,13.7872303082516,13.5288629767708,13.5413728456385,13.8680536171712,13.5225863909026,13.509537084743,13.7771564995283
CID 790,12.5551656160658,10.9318355782791,11.7524881601264,11.7862002990126,12.2850463035396,12.0223630888881,10.9925681404138,13.2872700895178,13.9518950161818,11.5274773936136,11.6447500703874,11.5830990395817,10.6761383284574,11.3970093682972,12.2970611322505,11.5813736568087,11.1754384763068,10.8612560652573,11.5996301243435,11.1766695297323,11.5734346739384,10.8137158893541,11.5765899520822,10.7096536886267,11.9967167131101,11.4112239367614,12.8105487510547,11.8379627832459,12.4844553420263,11.9117014565559,12.4818703948789,11.0716989980968,13.6834149969425,12.2128794358348,13.8176258514505,12.9389885751715,12.3321111446233,12.5886617640559,11.8686423397224,14.6041687858053,13.9882401943941,12.5631616282875,13.5104025119201,14.1178098254558,12.3863849123138,12.8609560454875,11.6886994813231,11.8542097852259,12.4728707973718,11.1726803050501,11.7287270566649,12.0577112797752,11.2536475137146,12.105931581034,11.826381722841,12.2424880382573,11.742460976796,12.0458934873202,11.6309920750592,12.1435606108838,12.1186286707754,13.1791782408304,12.2407804618312,12.3513887534711,12.1565499989569,12.1386469922649,13.0126393037188,11.7208151613599,12.1245369724064,13.2793629873034,12.1270152262743,12.140275639442,12.1229484709868,12.6738674486136,12.1955226824914,14.8687642917673,12.951361628782,11.9563541292992,11.3136879337018,11.6658288855309,13.0379390309579,11.7239609302272,12.166611620129,11.3286275128138,10.5400344793427,11.5715269872148,14.409084259244,13.0384498423954,12.8143310513861,11.3541937395742,11.970933063135,10.9240967693911,11.0883112663689,11.9672725796288,11.9578829454063,11.9525284041244,13.6026056272583,11.9608775140182,12.2410062827766,11.9619270711367
